ODB Name,Step,Frame,Part Instance Name,      µ¥Ôª±êÇ©,         IntPt,X,Y,Z,Section Name,Material Name,Section Point,S-Max. In-Plane Principal,S-Min. In-Plane Principal,         S-S11,         S-S22,         S-S12
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             1,             1,  -749.285E-03,   753.456E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -938.455E-03,      -2.34667,      -2.34080,  -944.327E-03,  -90.7405E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             2,             1,      -1.00129,       1.24522,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -967.371E-03,      -2.32747,      -2.32655,  -968.283E-03,  -35.2101E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             3,             1,  -782.300E-03,  -664.293E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -986.230E-03,      -2.21822,      -2.21133,  -993.112E-03,   91.8270E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             4,             1,      -1.33078,  -511.602E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.02981,      -2.18666,      -2.18494,      -1.03153,   44.5402E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             5,             1,       1.33588,      -1.50376,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.15497,      -2.50637,      -2.50421,      -1.15713,  -54.0223E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             6,             1,       1.58533,  -771.066E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",   313.750E-03,      -2.08540,  -213.626E-03,      -1.55802,  -993.544E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             7,             1,       1.25732,   29.7164E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.12618,      -2.99123,      -2.97105,      -1.14636,   192.925E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             8,             1,      -1.08588,   292.025E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.02369,      -2.17823,      -2.17061,      -1.03131,  -93.4700E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             9,             1,       1.41143,   604.583E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.11334,      -2.41611,      -2.41584,      -1.11361,   18.8070E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",            10,             1,   146.858E-03,   940.733E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -979.281E-03,      -2.43603,      -2.43496,  -980.354E-03,  -39.5247E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",            11,             1,  -395.860E-03,       1.02312,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -976.423E-03,      -2.38231,      -2.38189,  -976.850E-03,  -24.4888E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",            12,             1,  -189.636E-03,  -229.862E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -761.196E-03,      -2.87724,      -2.63717,      -1.00127,   671.094E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob5.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",            13,             1,  -176.111E-03,  -772.423E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.03678,      -2.25447,      -2.25286,      -1.03839,   44.2271E-03
