ODB Name,Step,Frame,Part Instance Name,      µ¥Ôª±êÇ©,         IntPt,X,Y,Z,Section Name,Material Name,Section Point,S-Max. In-Plane Principal,S-Min. In-Plane Principal,         S-S11,         S-S22,         S-S12
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             1,             1,  -786.478E-03,   316.018E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -984.432E-03,      -1.11163,      -1.05996,      -1.03610,  -62.4689E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             2,             1,   921.281E-03,  -953.867E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.01313,      -1.11288,      -1.11169,      -1.01432,   10.8305E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             3,             1,   339.902E-03,      -1.01058,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -854.793E-03,      -1.22900,      -1.21979,  -864.004E-03,   57.9824E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             4,             1,      -1.30850,  -594.934E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.02178,      -1.09346,      -1.09269,      -1.02255,   7.37251E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             5,             1,  -941.364E-03,  -187.423E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.03864,      -1.06784,      -1.06285,      -1.04363,   10.9874E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             6,             1,      -1.29832,  -271.960E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.02778,      -1.08368,      -1.08358,      -1.02788,   2.29030E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             7,             1,       1.04116,   229.016E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.01815,      -1.08714,      -1.06985,      -1.03545,   29.9021E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             8,             1,  -595.093E-03,       1.12678,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",  -979.235E-03,      -1.13953,      -1.13650,  -982.265E-03,  -21.8297E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",             9,             1,  -865.138E-03,   231.419E-03,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.00559,      -1.09291,      -1.05340,      -1.04510,  -43.4621E-03
F:/Desktop/DeepOnet_Abaqus/StaticElasticJob2.odb,Step-1,Increment      1: Step Time =    1.000,"PLATE-1",            10,             1,  -523.172E-03,      -1.32986,            0.,"ASSEMBLY_PLATE-1__PICKEDSET2","ROCK","",      -1.02094,      -1.09781,      -1.08002,      -1.03873,  -32.4165E-03
